Company code,Fiscal year,Document number,Debit cost center,Credit cost center,Debit profit center,Credit profit center,Debit account AP clearing,Credit account AP clearing,Debit account AR clearing,Credit account AR clearing,Debit account types,Credit account types,Debit accounts,Credit accounts,Debit GL account text combine,Credit GL account text combine,Debit GL account text,Credit GL account text,Debit GL account is bank,Credit GL account is bank,Debit P&L,Credit P&L,Debit customer name,Credit customer name,Debit supplier name,Credit supplier name,Debit asset,Debit asset description,Credit asset,Credit asset description,Debit supplier is customer,Debit supplier is customer name,Credit supplier is customer,Credit supplier is customer name,Debit customer is supplier,Debit customer is supplier name,Credit customer is supplier,Credit customer is supplier name,Debit GL account found in CSKB,Credit GL account found in CSKB,Company code description,Fiscal period,Document type,Document type description,Posting date,Document date,Input date,Transaction code,Transaction code text,Ref transaction,Local currency,User name,User name text,Entry type,Debit account type description,Credit account type description,Debit supplier,Credit supplier,Debit supplier group,Credit supplier group,Debit supplier group text,Credit supplier group text,Debit customer,Credit customer,Debit customer group,Credit customer group,Debit customer group description,Credit customer group description,Debit tango account,Credit tango account,Debit document amount,Debit amount (Custom),Credit document amount,Credit amount (Custom)
5385,2021,100000163,0000303402:OFFICE (CC5385)_0000303402:OFFICE (CC5385),:Not assigned,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,_,,_,,S_S,S,0000612000_0000601034,140600,0000612000 : Rent Bldg_0000601034 : Life Insrc Emp,0000140600 : Ppd Prepaid Oth,Rent Bldg_Life Insrc Emp,Ppd Prepaid Oth,_,,Y_Y,,_,_,_,,|_|,_,|,,_,_,,,_,_,,,Y_Y,,Left Bank Pictures Ltd,10,SA,G/L Account Document,22-01-21,22-01-21,28-01-21,FB50,G/L Acct Pstg: Single Screen Trans.,BKPF,GBP,SCAINE,Stephanie Caine,Manual,G/L accounts_G/L accounts,G/L accounts,_,,_,_,_,_,_,,_,_,_,_,603300_601600,108700,16110.85,22125.12,-16110.85,-22125.12
5385,2021,100000164,:Not assigned_:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,_,_,_,_,S_S,S_S,0000200101_0000700719,0000200101_0000700709,0000200101 : APReconTrVndrFXReval_0000700719 : UnrelzdLsFX-NonICLia,0000200101 : APReconTrVndrFXReval_0000700709 : URG FX NonIC Liab,APReconTrVndrFXReval_UnrelzdLsFX-NonICLia,APReconTrVndrFXReval_URG FX NonIC Liab,_,_,_Y,_Y,_,_,_,_,|_|,_,|_|,_,_,_,_,_,_,_,_,_,_,_,Left Bank Pictures Ltd,10,FX,G/L Revaluation FX,22-01-21,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts_G/L accounts,G/L accounts_G/L accounts,_,_,_,_,_,_,_,_,_,_,_,_,203000_752000,203000_702000,0.0,25.63,0.0,-25.63
5385,2021,100000165,:Not assigned_:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,_,_,_,_,S_S,S_S,0000200101_0000700709,0000200101_0000700719,0000200101 : APReconTrVndrFXReval_0000700709 : URG FX NonIC Liab,0000200101 : APReconTrVndrFXReval_0000700719 : UnrelzdLsFX-NonICLia,APReconTrVndrFXReval_URG FX NonIC Liab,APReconTrVndrFXReval_UnrelzdLsFX-NonICLia,_,_,_Y,_Y,_,_,_,_,|_|,_,|_|,_,_,_,_,_,_,_,_,_,_,_,Left Bank Pictures Ltd,11,FX,G/L Revaluation FX,1/2/2021,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts_G/L accounts,G/L accounts_G/L accounts,_,_,_,_,_,_,_,_,_,_,_,_,203000_702000,203000_752000,0.0,25.63,0.0,-25.63
5385,2021,100000166,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,120776,700708,0000120776 : AP Trade Adv Reval,0000700708 : URG FX NonIC Assets,AP Trade Adv Reval,URG FX NonIC Assets,,,,Y,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FX,G/L Revaluation FX,22-01-21,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,102300,702000,0.0,107.73,0.0,-107.73
5385,2021,100000167,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700708,120776,0000700708 : URG FX NonIC Assets,0000120776 : AP Trade Adv Reval,URG FX NonIC Assets,AP Trade Adv Reval,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,11,FX,G/L Revaluation FX,1/2/2021,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,702000,102300,0.0,107.73,0.0,-107.73
5385,2021,100000168,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,153106,700706,0000153106 : IC Recv-Settle-Forex,0000700706 : URG FX IC Recv,IC Recv-Settle-Forex,URG FX IC Recv,,,,Y,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FX,G/L Revaluation FX,22-01-21,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,153000,702000,0.0,277894.94,0.0,-277894.94
5385,2021,100000169,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,153106,700706,0000153106 : IC Recv-Settle-Forex,0000700706 : URG FX IC Recv,IC Recv-Settle-Forex,URG FX IC Recv,,,,Y,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FX,G/L Revaluation FX,22-01-21,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,153000,702000,0.0,375147.47,0.0,-375147.47
5385,2021,100000170,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,153106,700706,0000153106 : IC Recv-Settle-Forex,0000700706 : URG FX IC Recv,IC Recv-Settle-Forex,URG FX IC Recv,,,,Y,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FX,G/L Revaluation FX,22-01-21,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,153000,702000,0.0,707.53,0.0,-707.53
5385,2021,100000171,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,153106,700706,0000153106 : IC Recv-Settle-Forex,0000700706 : URG FX IC Recv,IC Recv-Settle-Forex,URG FX IC Recv,,,,Y,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FX,G/L Revaluation FX,22-01-21,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,153000,702000,0.0,1002364.57,0.0,-1002364.57
5385,2021,100000172,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700706,153106,0000700706 : URG FX IC Recv,0000153106 : IC Recv-Settle-Forex,URG FX IC Recv,IC Recv-Settle-Forex,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,11,FX,G/L Revaluation FX,1/2/2021,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,702000,153000,0.0,277894.94,0.0,-277894.94
5385,2021,100000173,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700706,153106,0000700706 : URG FX IC Recv,0000153106 : IC Recv-Settle-Forex,URG FX IC Recv,IC Recv-Settle-Forex,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,11,FX,G/L Revaluation FX,1/2/2021,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,702000,153000,0.0,375147.47,0.0,-375147.47
5385,2021,100000174,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700706,153106,0000700706 : URG FX IC Recv,0000153106 : IC Recv-Settle-Forex,URG FX IC Recv,IC Recv-Settle-Forex,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,11,FX,G/L Revaluation FX,1/2/2021,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,702000,153000,0.0,707.53,0.0,-707.53
5385,2021,100000175,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700706,153106,0000700706 : URG FX IC Recv,0000153106 : IC Recv-Settle-Forex,URG FX IC Recv,IC Recv-Settle-Forex,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,11,FX,G/L Revaluation FX,1/2/2021,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,702000,153000,0.0,1002364.57,0.0,-1002364.57
5385,2021,100000176,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700717,253106,0000700717 : UnreaizdLs FX-ICPayb,0000253106 : IC Pay-Settle-FX,UnreaizdLs FX-ICPayb,IC Pay-Settle-FX,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FX,G/L Revaluation FX,22-01-21,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,752000,260000,0.0,2130847.55,0.0,-2130847.55
5385,2021,100000177,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700717,253106,0000700717 : UnreaizdLs FX-ICPayb,0000253106 : IC Pay-Settle-FX,UnreaizdLs FX-ICPayb,IC Pay-Settle-FX,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FX,G/L Revaluation FX,22-01-21,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,752000,260000,0.0,271656.33,0.0,-271656.33
5385,2021,100000178,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,253106,700717,0000253106 : IC Pay-Settle-FX,0000700717 : UnreaizdLs FX-ICPayb,IC Pay-Settle-FX,UnreaizdLs FX-ICPayb,,,,Y,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,11,FX,G/L Revaluation FX,1/2/2021,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,260000,752000,0.0,2130847.55,0.0,-2130847.55
5385,2021,100000179,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,253106,700717,0000253106 : IC Pay-Settle-FX,0000700717 : UnreaizdLs FX-ICPayb,IC Pay-Settle-FX,UnreaizdLs FX-ICPayb,,,,Y,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,11,FX,G/L Revaluation FX,1/2/2021,22-01-21,29-01-21,FBB1,Post Foreign Currency Valn,BKPF,GBP,MKATTA,Mahesh Katta,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,260000,752000,0.0,271656.33,0.0,-271656.33
5385,2021,100000180,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,310450,700719,0000310450 : FX Transln Gn,0000700719 : UnrelzdLsFX-NonICLia,FX Transln Gn,UnrelzdLsFX-NonICLia,,,,Y,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FC,G/L Revaluation CTA,22-01-21,29-01-21,29-01-21,,,BKPFF,GBP,MWANG9,Man Wang,Regular,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,303000,752000,0.0,7.48,0.0,-7.48
5385,2021,100000181,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,310450,700717,0000310450 : FX Transln Gn,0000700717 : UnreaizdLs FX-ICPayb,FX Transln Gn,UnreaizdLs FX-ICPayb,,,,Y,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FC,G/L Revaluation CTA,22-01-21,29-01-21,29-01-21,,,BKPFF,GBP,MWANG9,Man Wang,Regular,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,303000,752000,0.0,670492.55,0.0,-670492.55
5385,2021,100000182,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,310450,700717,0000310450 : FX Transln Gn,0000700717 : UnreaizdLs FX-ICPayb,FX Transln Gn,UnreaizdLs FX-ICPayb,,,,Y,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FC,G/L Revaluation CTA,22-01-21,29-01-21,29-01-21,,,BKPFF,GBP,MWANG9,Man Wang,Regular,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,303000,752000,0.0,94474.19,0.0,-94474.19
5385,2021,100000183,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,310450,700714,0000310450 : FX Transln Gn,0000700714 : Ls on FX-NonICLiab,FX Transln Gn,Ls on FX-NonICLiab,,,,Y,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FC,G/L Revaluation CTA,22-01-21,29-01-21,29-01-21,,,BKPFF,GBP,MWANG9,Man Wang,Regular,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,303000,752000,0.0,570.41,0.0,-570.41
5385,2021,100000184,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700709,310450,0000700709 : URG FX NonIC Liab,0000310450 : FX Transln Gn,URG FX NonIC Liab,FX Transln Gn,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FC,G/L Revaluation CTA,22-01-21,29-01-21,29-01-21,,,BKPFF,GBP,MWANG9,Man Wang,Regular,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,702000,303000,0.0,0.64,0.0,-0.64
5385,2021,100000185,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700706,310450,0000700706 : URG FX IC Recv,0000310450 : FX Transln Gn,URG FX IC Recv,FX Transln Gn,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FC,G/L Revaluation CTA,22-01-21,29-01-21,29-01-21,,,BKPFF,GBP,MWANG9,Man Wang,Regular,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,702000,303000,0.0,139389.26,0.0,-139389.26
5385,2021,100000186,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700706,310450,0000700706 : URG FX IC Recv,0000310450 : FX Transln Gn,URG FX IC Recv,FX Transln Gn,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FC,G/L Revaluation CTA,22-01-21,29-01-21,29-01-21,,,BKPFF,GBP,MWANG9,Man Wang,Regular,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,702000,303000,0.0,117727.59,0.0,-117727.59
5385,2021,100000187,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700706,310450,0000700706 : URG FX IC Recv,0000310450 : FX Transln Gn,URG FX IC Recv,FX Transln Gn,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FC,G/L Revaluation CTA,22-01-21,29-01-21,29-01-21,,,BKPFF,GBP,MWANG9,Man Wang,Regular,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,702000,303000,0.0,222.03,0.0,-222.03
5385,2021,100000188,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700704,310450,0000700704 : Gn FX NonIC Liab,0000310450 : FX Transln Gn,Gn FX NonIC Liab,FX Transln Gn,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FC,G/L Revaluation CTA,22-01-21,29-01-21,29-01-21,,,BKPFF,GBP,MWANG9,Man Wang,Regular,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,702000,303000,0.0,0.48,0.0,-0.48
5385,2021,100000189,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,700706,310450,0000700706 : URG FX IC Recv,0000310450 : FX Transln Gn,URG FX IC Recv,FX Transln Gn,,,Y,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,10,FC,G/L Revaluation CTA,22-01-21,29-01-21,29-01-21,,,BKPFF,GBP,MWANG9,Man Wang,Regular,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,702000,303000,0.0,329257.0,0.0,-329257.0
5385,2021,100000190,:Not assigned_:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,_,,_,,S_S,S,0000210931_0000120830,140800,0000210931 : VAT Clrng 2b Paid_0000120830 : AR Tax Ref,0000140800 : Convr Acct Input VAT,VAT Clrng 2b Paid_AR Tax Ref,Convr Acct Input VAT,_,,_,,_,_,_,,|_|,_,|,,_,_,,,_,_,,,_,,Left Bank Pictures Ltd,11,SA,G/L Account Document,9/2/2021,9/2/2021,9/2/2021,FB50,G/L Acct Pstg: Single Screen Trans.,BKPF,GBP,SCAINE,Stephanie Caine,Manual,G/L accounts_G/L accounts,G/L accounts,_,,_,_,_,_,_,,_,_,_,_,207000_102300,108875,98662.71,126910.62,-98662.71,-126910.62
5385,2021,100000191,:Not assigned_:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,_,_,_,_,S_S,S_S,0000210931_0000210910,0000140810_0000210931,0000210931 : VAT Clrng 2b Paid_0000210910 : Output VAT-Collected,0000140810 : Input VAT - Paid_0000210931 : VAT Clrng 2b Paid,VAT Clrng 2b Paid_Output VAT-Collected,Input VAT - Paid_VAT Clrng 2b Paid,_,_,_,_,_,_,_,_,|_|,_,|_|,_,_,_,_,_,_,_,_,_,_,_,Left Bank Pictures Ltd,11,SA,G/L Account Document,10/2/2021,10/2/2021,10/2/2021,FB41,Post Tax Payable,BKPF,GBP,SCAINE,Stephanie Caine,Regular,G/L accounts_G/L accounts,G/L accounts_G/L accounts,_,_,_,_,_,_,_,_,_,_,_,_,207000_207000,108875_207000,62910.17,86922.52,-62910.17,-86922.52
5385,2021,100000192,:Not assigned,:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,210931,140800,0000210931 : VAT Clrng 2b Paid,0000140800 : Convr Acct Input VAT,VAT Clrng 2b Paid,Convr Acct Input VAT,,,,,,_,,,|,,|,,_,,,,,,,,,,Left Bank Pictures Ltd,11,SA,G/L Account Document,10/2/2021,10/2/2021,10/2/2021,FB50,G/L Acct Pstg: Single Screen Trans.,BKPF,GBP,SCAINE,Stephanie Caine,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,207000,108875,28.07,38.78,-28.07,-38.78
5385,2021,100000193,:Not assigned,0000303402:OFFICE (CC5385),0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,,,,,S,S,140212,636000,0000140212 : TV Orig Prod-Ppd Inv,0000636000 : Books & Subscr,TV Orig Prod-Ppd Inv,Books & Subscr,,,,Y,,_,,,|,,|,,_,,,,,,,,,Y,Left Bank Pictures Ltd,11,SA,G/L Account Document,1/2/2021,1/2/2021,10/2/2021,FB50,G/L Acct Pstg: Single Screen Trans.,BKPF,GBP,SCAINE,Stephanie Caine,Manual,G/L accounts,G/L accounts,,,_,_,_,_,,,_,_,_,_,108700,605700,458.4,628.38,-458.4,-628.38
5385,2021,100000194,0000303402:OFFICE (CC5385)_:Not assigned_:Not assigned,:Not assigned_:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,__,__,__,__,S_S_S,S_S_S,0000646022_0000800550_0000202150,0000182400_0000202150_0000290550,0000646022 : ROU Bldg Op Amort_0000800550 : Int Expn - Leases_0000202150 : Oprt Lease Curr LTD,0000182400 : Accum Amort ROU Bldg_0000202150 : Oprt Lease Curr LTD_0000290550 : LT Debt Oprt Lease,ROU Bldg Op Amort_Int Expn - Leases_Oprt Lease Curr LTD,Accum Amort ROU Bldg_Oprt Lease Curr LTD_LT Debt Oprt Lease,__,__,Y_Y_,__,__,_,__,__,|_|_|,__,|_|_|,__,_,__,__,__,__,__,__,__,Y__,__,Left Bank Pictures Ltd,11,SA,G/L Account Document,16-02-21,16-02-21,16-02-21,FB01,Post Document,BKPF,GBP,EFLORES5,Eden Flores,Manual,G/L accounts_G/L accounts_G/L accounts,G/L accounts_G/L accounts_G/L accounts,__,__,_,_,_,_,__,__,_,_,_,_,603890_855000_201350,158920_201350_251350,19455.64,27049.15,-19455.64,-27049.15
5385,2021,100000195,0000303402:OFFICE (CC5385)_:Not assigned_:Not assigned,:Not assigned_:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,__,__,__,__,S_S_S,S_S_S,0000646022_0000800550_0000202150,0000182400_0000202150_0000290550,0000646022 : ROU Bldg Op Amort_0000800550 : Int Expn - Leases_0000202150 : Oprt Lease Curr LTD,0000182400 : Accum Amort ROU Bldg_0000202150 : Oprt Lease Curr LTD_0000290550 : LT Debt Oprt Lease,ROU Bldg Op Amort_Int Expn - Leases_Oprt Lease Curr LTD,Accum Amort ROU Bldg_Oprt Lease Curr LTD_LT Debt Oprt Lease,__,__,Y_Y_,__,__,_,__,__,|_|_|,__,|_|_|,__,_,__,__,__,__,__,__,__,Y__,__,Left Bank Pictures Ltd,11,SA,G/L Account Document,16-02-21,16-02-21,16-02-21,FB01,Post Document,BKPF,GBP,EFLORES5,Eden Flores,Manual,G/L accounts_G/L accounts_G/L accounts,G/L accounts_G/L accounts_G/L accounts,__,__,_,_,_,_,__,__,_,_,_,_,603890_855000_201350,158920_201350_251350,19950.79,27737.56,-19950.79,-27737.56
5385,2021,100000196,:Not assigned_:Not assigned,:Not assigned_:Not assigned_:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,_,___,_,___,S_S,S_S_S_S,0000100510_0000210931,0000210931_0000100510_0000100530_0000100520,0000100510 : COU-534779Op_0000210931 : VAT Clrng 2b Paid,0000210931 : VAT Clrng 2b Paid_0000100510 : COU-534779Op_0000100530 : COU-701325Op_0000100520 : COU-534809Op,COU-534779Op_VAT Clrng 2b Paid,VAT Clrng 2b Paid_COU-534779Op_COU-701325Op_COU-534809Op,Y_,_Y_Y_Y,_,___,_,_,_,___,|_|,_,|_|_|_|,___,_,_,___,___,_,_,___,___,_,___,Left Bank Pictures Ltd,11,SA,G/L Account Document,19-02-21,19-02-21,22-02-21,FB50,G/L Acct Pstg: Single Screen Trans.,BKPF,GBP,DBARLOW,,Manual,G/L accounts_G/L accounts,G/L accounts_G/L accounts_G/L accounts_G/L accounts,_,___,_,_,_,_,_,___,_,_,_,_,101000_207000,207000_101000_101000_101000,1584016.16,2213673.43,-1584016.16,-2213673.43
5385,2021,100000197,0000303402:OFFICE (CC5385)_0000303402:OFFICE (CC5385)_0000303402:OFFICE (CC5385)_0000303402:OFFICE (CC5385),:Not assigned,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES,___,,___,,S_S_S_S,S,0000612000_0000601034_0000621000_0000636000,140600,0000612000 : Rent Bldg_0000601034 : Life Insrc Emp_0000621000 : Insrc Expn_0000636000 : Books & Subscr,0000140600 : Ppd Prepaid Oth,Rent Bldg_Life Insrc Emp_Insrc Expn_Books & Subscr,Ppd Prepaid Oth,___,,Y_Y_Y_Y,,___,_,___,,|_|_|_|,___,|,,_,___,,,___,___,,,Y_Y_Y_Y,,Left Bank Pictures Ltd,11,SA,G/L Account Document,19-02-21,19-02-21,25-02-21,FB50,G/L Acct Pstg: Single Screen Trans.,BKPF,GBP,SCAINE,Stephanie Caine,Manual,G/L accounts_G/L accounts_G/L accounts_G/L accounts,G/L accounts,___,,_,_,_,_,___,,_,_,_,_,603300_601600_602300_605700,108700,18202.02,25437.45,-18202.02,-25437.45
